HOLEID,FROM,TO,DOMAIN,ROCKTYPE,WEATH
MRV55,42,43,D2,AvT,MX
MRV55,43,44,D2,AvT,MX
MRV55,44,45,D2,AvT,MX
MRV55,45,46,D2,AvT,MX
MRV55,46,47,D2,AvT,MX
MRV55,47,48,D2,AvT,MX
MRV55,48,49,D2,AvT,MX
MRV55,49,50,D2,AvT,MX
MRV55,50,51,D2,AvT,MX
MRV55,51,52,D2,AvT,MX
MRV55,52,53,D2,AvT,MX
MRV55,53,54,D2,AvT,MX
MRV55,54,55,D2,AvT,MX
MRV55,55,56,D2,AvT,MX
MRV55,56,57,D2,AvT,MX
MRV55,57,58,D2,AvT,MX
MRV55,58,59,D2,AvT,MX
MRV55,59,60,D2,AvT,MX
MRV55,60,61,D2,AvT,MX
MRV55,61,62,D2,AvT,MX
MRV55,62,63,D2,AvT,MX
MRV55,63,64,D2,AvT,MX
MRV55,64,65,D2,AvT,MX
MRV55,65,66,D2,AvT,MX
MRV55,66,67,D2,AvT,MX
MRV55,67,68,D2,AvT,MX
MRV55,68,69,D2,AvT,MX
MRV55,69,70,D2,AvT,MX
MRV55,70,71,D2,AvT,MX
MRV55,71,72,D2,AvT,MX
MRV55,72,73,D2,AvT,MX
MRV55,73,74,D2,AvT,MX
MRV55,74,75,D2,AvT,MX
MRV55,75,76,D2,AvT,MX
MRV55,76,77,D2,AvT,MX
MRV55,77,78,D2,AvT,MX
MRV55,78,79,D2,AvT,MX
MRV55,79,80,D2,AvT,MX
MRV55,80,81,D2,AvT,MX
MRV55,81,82,D2,AvT,MX
MRV55,82,83,D2,AvT,MX
MRV55,83,84,D2,AvT,MX
MRV55,84,85,D2,AvT,MX
MRV55,85,86,D2,AvT,MX
MRV55,86,87,D2,AvT,MX
MRV55,87,88,D2,AvT,MX
MRV55,88,89,D2,AvT,MX
MRV55,89,90,D2,AvT,MX
MRV55,90,91,D2,AvT,MX
MRV55,91,92,D2,AvT,MX
MRV55,92,93,D2,AvT,MX
MRV55,93,94,D2,AvT,MX
MRV55,94,95,D2,AvT,MX
MRV55,95,96,D2,AvT,MX
MRV55,96,97,D2,AvT,MX
MRV55,97,98,D2,AvT,MX
MRV55,98,99,D2,AvT,MX
MRV55,99,100,D2,AvT,MX
MRV55,100,101,D2,AvT,MX
MRV55,101,102,D2,AvT,MX
MRV55,102,103,D2,AvT,MX
MRV55,103,104,D2,AvT,MX
MRV55,104,105,D2,AvT,MX
MRV55,105,106,D2,AvT,MX
MRV55,106,107,D2,AvT,MX
MRV55,107,108,D2,AvT,MX
MRV55,108,109,D2,AvT,MX
MRV55,109,110,D2,AvT,MX
MRV55,110,111,D2,AvT,MX
MRV55,111,112,D2,AvT,MX
MRV55,112,113,D2,AvT,MX
MRV55,113,114,D2,AvT,MX
MRV55,114,115,D2,AvT,MX
MRV55,115,116,D2,AvT,MX
MRV55,116,117,D2,AvT,MX
MRV55,117,118,D2,AvT,MX
MRV55,118,119,D2,AvT,MX
MRV55,119,120,D2,AvT,MX
MRV55,120,121,D2,AvT,MX
MRV55,121,122,D2,AvT,MX
MRV55,122,123,D2,AvT,MX
MRV55,123,124,D2,AvT,MX
MRV55,124,125,D2,AvT,MX
MRV55,125,126,D2,AvT,MX
MRV55,126,127,D2,AvT,MX
MRV55,127,128,D2,AvT,MX
MRV55,128,129,I2,GnD,MX
MRV55,129,130,I2,GnD,MX
MRV55,130,131,I2,GnD,MX
MRV55,131,132,I2,GnD,MX
MRV55,132,133,I2,GnD,MX
MRV55,133,134,I2,GnD,MX
MRV55,134,135,I2,GnD,MX
MRV55,135,136,I2,GnD,MX
MRV55,136,137,I2,GnD,MX
MRV55,137,138,I2,GnD,MX
MRV55,138,139,I2,GnD,MX
MRV55,139,140,I2,GnD,MX
MRV55,140,141,I2,GnD,MX
MRV55,141,142,I2,GnD,MX
MRV55,142,143,I2,GnD,MX
MRV55,143,144,I2,GnD,MX
MRV55,144,145,I2,GnD,MX
MRV55,145,146,I2,GnD,MX
MRV55,146,147,I2,GnD,MX
MRV55,147,148,I2,GnD,MX
MRV55,148,149,I2,GnD,MX
MRV55,149,150,I2,GnD,MX
MRV55,150,151,I2,GnD,MX
MRV55,151,152,I2,GnD,MX
MRV55,152,153,I2,GnD,MX
MRV55,153,154,I2,GnD,MX
MRV55,154,155,I2,GnD,MX
MRV55,155,156,I2,GnD,MX
MRV55,156,157,I2,GnD,MX
MRV55,157,158,I2,GnD,MX
MRV55,158,159,I2,GnD,MX
MRV55,159,160,I2,GnD,MX
MRV55,160,161,I2,GnD,MX
MRV55,161,162,I2,GnD,MX
MRV55,162,163,I2,GnD,MX
MRV55,163,164,I2,GnD,MX
MRV55,164,165,I2,GnD,MX
MRV55,165,166,I2,GnD,MX
MRV55,166,167,I2,GnD,MX
MRV55,167,168,I2,GnD,MX
MRV55,168,169,I2,GnD,MX
MRV55,169,170,I2,GnD,MX
MRV55,170,171,I2,GnD,MX
MRV55,171,172,I2,GnD,MX
MRV55,172,173,I2,GnD,MX
MRV55,173,174,I2,GnD,MX
MRV55,174,175,I2,GnD,MX
MRV55,175,176,I2,GnD,MX
MRV55,176,177,I2,GnD,MX
MRV55,177,178,I2,GnD,MX
MRV55,178,179,I2,GnD,MX
MRV55,179,180,I2,GnD,MX
MRV55,180,181,I2,GnD,MX
MRV55,181,182,I2,GnD,MX
MRV55,182,183,I2,GnD,MX
MRV55,183,184,I2,GnD,MX
MRV55,184,185,I2,GnD,MX
MRV55,185,186,I2,GnD,MX
MRV55,186,187,I2,GnD,MX
MRV55,187,188,I2,GnD,MX
MRV55,188,189,I2,GnD,MX
MRV55,189,190,I2,GnD,MX
MRV55,190,191,I2,GnD,MX
MRV55,191,192,I2,GnD,MX
MRV55,192,193,I2,GnD,MX
MRV55,193,194,I2,GnD,MX
MRV55,194,195,I2,GnD,MX
MRV55,195,196,I2,GnD,MX
MRV55,196,197,I2,GnD,MX
MRV55,197,198,I2,GnD,MX
MRV55,198,199,I2,GnD,MX
MRV55,199,200,I2,GnD,MX
MRV55,200,201,I2,GnD,MX
MRV55,201,202,I2,GnD,MX
MRV55,202,203,I2,GnD,MX
MRV55,203,204,I2,GnD,MX
MRV55,204,205,I2,GnD,MX
MRV55,205,206,I2,GnD,MX
MRV55,206,207,I2,GnD,MX
MRV55,207,208,I2,GnD,MX
MRV55,208,209,I2,GnD,MX
MRV55,209,210,I2,GnD,MX
MRV55,210,211,I2,GnD,MX
MRV55,211,212,I2,GnD,MX
MRV55,212,213,I2,GnD,MX
MRV55,213,214,I2,GnD,MX
MRV55,214,215,I2,GnD,MX
MRV55,215,216,I2,GnD,MX
MRV55,216,217,I2,GnD,MX
MRV55,217,218,I2,GnD,MX
MRV55,218,219,I2,GnD,MX
MRV55,219,220,I2,GnD,MX
MRV55,220,221,I2,GnD,MX
MRV55,221,222,I2,GnD,MX
MRV55,222,223,I2,GnD,MX
MRV55,223,224,I2,GnD,MX
MRV55,224,225,I2,GnD,MX
MRV55,225,226,I2,GnD,MX
MRV55,226,227,I2,GnD,MX
MRV55,227,228,I2,GnD,MX
MRV55,228,229,I2,GnD,MX
MRV55,229,230,I2,GnD,MX
MRV55,230,231,I2,GnD,MX
MRV55,231,232,I2,GnD,MX
MRV55,232,233,I2,GnD,MX
MRV55,233,234,I2,GnD,MX
MRV55,234,235,I2,GnD,MX
MRV55,235,236,I2,GnD,MX
MRV55,236,237,I2,GnD,MX
MRV55,237,238,I2,GnD,MX
MRV55,238,239,I2,GnD,MX
MRV55,239,240,I2,GnD,MX
MRV55,240,241,I2,GnD,MX
MRV55,241,242,I2,GnD,MX
MRV55,242,243,I2,GnD,MX
MRV55,243,244,I2,GnD,MX
MRV55,244,245,I2,GnD,MX
MRV55,245,246,I2,GnD,MX
MRV55,246,247,I2,GnD,MX
MRV55,247,248,I2,GnD,MX
MRV55,248,249,I2,GnD,MX
MRV55,249,250,I2,GnD,MX
MRV56,0,1,D2,AvT,OX
MRV56,1,2,D2,AvT,OX
MRV56,2,3,D2,AvT,OX
MRV56,3,4,D2,AvT,OX
MRV56,4,5,D2,AvT,OX
MRV56,5,6,D2,AvT,OX
MRV56,6,7,D2,AvT,OX
MRV56,7,8,D2,AvT,OX
MRV56,8,9,D2,AvT,OX
MRV56,9,10,D2,AvT,OX
MRV56,10,11,D2,AvT,OX
MRV56,11,12,D2,AvT,OX
MRV56,12,13,D2,AvT,OX
MRV56,13,14,D2,AvT,OX
MRV56,14,15,D2,AvT,OX
MRV56,15,16,D2,AvT,OX
MRV56,16,17,D2,AvT,OX
MRV56,17,18,D2,AvT,OX
MRV56,18,19,D2,AvT,OX
MRV56,19,20,D2,AvT,OX
MRV56,20,21,D2,AvT,OX
MRV56,21,22,D2,AvT,OX
MRV56,22,23,D2,AvT,OX
MRV56,23,24,D2,AvT,OX
MRV56,24,25,D2,AvT,OX
MRV56,25,26,D2,AvT,OX
MRV56,26,27,D2,AvT,OX
MRV56,27,28,D2,AvT,OX
MRV56,28,29,D2,AvT,OX
MRV56,29,30,D2,AvT,OX
MRV56,30,31,D2,AvT,OX
MRV56,31,32,D2,AvT,OX
MRV56,32,33,D2,AvT,OX
MRV56,33,34,D2,AvT,OX
MRV56,34,35,D2,AvT,OX
MRV56,35,36,D2,AvT,OX
MRV56,36,37,D2,AvT,OX
MRV56,37,38,D2,AvT,OX
MRV56,38,39,D2,AvT,OX
MRV56,39,40,D2,AvT,OX
MRV56,40,41,D2,AvT,OX
MRV56,41,42,D2,AvT,OX
MRV56,42,43,D2,AvT,OX
MRV56,43,44,D2,AvT,OX
MRV56,44,45,D2,AvT,OX
MRV56,45,46,D2,AvT,MX
MRV56,46,47,D2,AvT,MX
MRV56,47,48,D2,AvT,MX
MRV56,48,49,D2,AvT,MX
MRV56,49,50,D2,AvT,MX
MRV56,50,51,D2,AvT,MX
MRV56,51,52,D2,AvT,MX
MRV56,52,53,D2,AvT,MX
MRV56,53,54,D2,AvT,MX
MRV56,54,55,D2,AvT,MX
MRV56,55,56,D2,AvT,MX
MRV56,56,57,D2,AvT,MX
MRV56,57,58,D2,AvT,MX
MRV56,58,59,D2,AvT,MX
MRV56,59,60,D2,AvT,MX
MRV56,60,61,D2,AvT,MX
MRV56,61,62,D2,AvT,MX
MRV56,62,63,D2,AvT,MX
MRV56,63,64,D2,AvT,MX
MRV56,64,65,D2,AvT,MX
MRV56,65,66,D2,AvT,MX
MRV56,66,67,D2,AvT,MX
MRV56,67,68,D2,AvT,MX
MRV56,68,69,D2,AvT,MX
MRV56,69,70,D2,AvT,MX
MRV56,70,71,D2,AvT,MX
MRV56,71,72,D2,AvT,MX
MRV56,72,73,D2,AvT,MX
MRV56,73,74,D2,AvT,MX
MRV56,74,75,D2,AvT,MX
MRV56,75,76,D2,AvT,MX
MRV56,76,77,D2,AvT,MX
MRV56,77,78,D2,AvT,MX
MRV56,78,79,D2,AvT,MX
MRV56,79,80,D2,AvT,MX
MRV56,80,81,D2,AvT,MX
MRV56,81,82,D2,AvT,MX
MRV56,82,83,D2,AvT,MX
MRV56,83,84,D2,AvT,MX
MRV56,84,85,D2,AvT,MX
MRV56,85,86,D2,AvT,MX
MRV56,86,87,D2,AvT,MX
MRV56,87,88,D2,AvT,MX
MRV56,88,89,D2,AvT,MX
MRV56,89,90,D2,AvT,MX
MRV56,90,91,D2,AvT,MX
MRV56,91,92,D2,AvT,MX
MRV56,92,93,D2,AvT,MX
MRV56,93,94,D2,AvT,MX
MRV56,94,95,D2,AvT,MX
MRV56,95,96,D3,AvT,MX
MRV56,96,97,D3,AvT,MX
MRV56,97,98,D3,AvT,MX
MRV56,98,99,D3,AvT,MX
MRV56,99,100,D3,AvT,MX
MRV56,100,101,D3,AvT,MX
MRV56,101,102,D3,AvT,MX
MRV56,102,103,D3,AvT,MX
MRV56,103,104,D3,AvT,MX
MRV56,104,105,D3,AvT,MX
MRV56,105,106,D3,AvT,MX
MRV56,106,107,D3,AvT,MX
MRV56,107,108,D3,AvT,MX
MRV56,108,109,D3,AvT,MX
MRV56,109,110,D3,AvT,MX
MRV56,110,111,D3,AvT,MX
MRV56,111,112,D3,AvT,MX
MRV56,112,113,D3,AvT,MX
MRV56,113,114,D3,AvT,MX
MRV56,114,115,D3,AvT,MX
MRV56,115,116,D3,AvT,MX
MRV56,116,117,D3,AvT,MX
MRV56,117,118,D3,AvT,MX
MRV56,118,119,D3,AvT,MX
MRV56,119,120,D3,AvT,PM
MRV56,120,121,D3,AvT,PM
MRV56,121,122,D3,AvT,PM
MRV56,122,123,D3,AvT,PM
MRV56,123,124,D3,AvT,PM
MRV56,124,125,D3,AvT,PM
MRV56,125,126,D3,AvT,PM
MRV56,126,127,D3,AvT,PM
MRV56,127,128,D3,AvT,PM
MRV56,128,129,D3,AvT,PM
MRV56,129,130,D3,AvT,PM
MRV56,130,131,D3,AvT,PM
MRV56,131,132,D3,AvT,PM
MRV56,132,133,D3,AvT,PM
MRV56,133,134,D3,AvT,PM
MRV56,134,135,D3,AvT,PM
MRV56,135,136,D3,AvT,PM
MRV56,136,137,D3,AvT,PM
MRV56,137,138,D3,AvT,PM
MRV56,138,139,D3,AvT,PM
MRV56,139,140,D3,AvT,PM
MRV56,140,141,D3,AvT,PM
MRV56,141,142,D3,AvT,PM
MRV56,142,143,D3,AvT,PM
MRV56,143,144,D3,AvT,PM
MRV56,144,145,D3,AvT,PM
MRV56,145,146,D3,AvT,PM
MRV56,146,147,D3,AvT,PM
MRV56,147,148,D3,AvT,PM
MRV56,148,149,D3,AvT,PM
MRV56,149,150,D3,AvT,PM
MRV56,150,151,D3,AvT,PM
MRV56,151,152,D3,AvT,PM
MRV56,152,153,D3,AvT,PM
MRV56,153,154,D3,AvT,PM
MRV56,154,155,D3,AvT,PM
MRV56,155,156,D3,AvT,PM
MRV56,156,157,D3,AvT,PM
MRV56,157,158,D3,AvT,PM
MRV56,158,159,D3,AvT,PM
MRV56,159,160,D3,AvT,PM
MRV56,160,161,D3,AvT,PM
MRV56,161,162,D3,AvT,PM
MRV56,162,163,D3,AvT,PM
MRV56,163,164,D3,AvT,PM
MRV56,164,165,D3,AvT,PM
MRV56,165,166,D3,AvT,PM
MRV56,166,167,D3,AvT,PM
MRV56,167,168,D3,AvT,PM
MRV56,168,169,D3,AvT,PM
MRV56,169,170,D3,AvT,PM
MRV56,170,171,D3,AvT,PM
MRV56,171,172,D3,AvT,PM
MRV56,172,173,D3,AvT,PM
MRV56,173,174,D3,AvT,PM
MRV56,174,175,D3,AvT,PM
MRV56,175,176,D3,AvT,PM
MRV56,176,177,D3,AvT,PM
MRV56,177,178,D3,AvT,PM
MRV56,178,179,D3,AvT,PM
MRV56,179,180,D3,AvT,PM
MRV56,180,181,D3,AvT,PM
MRV56,181,182,D3,AvT,PM
MRV56,182,183,D3,AvT,PM
MRV56,183,184,D3,AvT,PM
MRV56,184,185,D3,AvT,PM
MRV56,185,186,D3,AvT,PM
MRV56,186,187,D3,AvT,PM
MRV56,187,188,D3,AvT,PM
MRV56,188,189,D3,AvT,PM
MRV56,189,190,D3,AvT,PM
MRV56,190,191,D3,AvT,PM
MRV56,191,192,D3,AvT,PM
MRV56,192,193,D3,AvT,PM
MRV56,193,194,D3,AvT,PM
MRV56,194,195,D3,AvT,PM
MRV56,195,196,D3,AvT,PM
MRV56,196,197,D3,AvT,PM
MRV56,197,198,D3,AvT,PM
MRV56,198,199,D3,AvT,PM
MRV56,199,200,D3,AvT,PM
MRV56,200,201,D3,AvT,PM
MRV56,201,202,D3,AvT,PM
MRV56,202,203,D3,AvT,PM
MRV56,203,204,D3,AvT,PM
MRV56,204,205,D3,AvT,PM
MRV56,205,206,D3,AvT,PM
MRV56,206,207,D3,AvT,PM
MRV56,207,208,D3,AvT,PM
MRV56,208,209,D3,AvT,PM
MRV56,209,210,D3,AvT,PM
MRV56,210,211,D3,AvT,PM
MRV56,211,212,D3,AvT,PM
MRV56,212,213,D3,AvT,PM
MRV56,213,214,D3,AvT,PM
MRV56,214,215,D3,AvT,PM
MRV56,215,216,D3,AvT,PM
MRV56,216,217,D3,AvT,PM
MRV56,217,218,D3,AvT,PM
MRV56,218,219,D3,AvT,PM
MRV56,219,220,D3,AvT,PM
MRV56,220,221,D3,AvT,PM
MRV56,221,222,D3,AvT,PM
MRV56,222,223,D3,AvT,PM
MRV56,223,224,D3,AvT,PM
MRV56,224,225,D3,AvT,PM
MRV56,225,226,D3,AvT,PM
MRV56,226,227,D3,AvT,PM
MRV56,227,228,D3,AvT,PM
MRV56,228,229,D3,AvT,PM
MRV56,229,230,D3,AvT,PM
MRV56,230,231,D3,AvT,PM
MRV56,231,232,D3,AvT,PM
MRV56,232,233,D3,AvT,PM
MRV56,233,234,D3,AvT,PM
MRV56,234,235,D3,AvT,PM
MRV56,235,236,D3,AvT,PM
MRV56,236,237,D3,AvT,PM
MRV56,237,238,D3,AvT,PM
MRV56,238,239,D3,AvT,PM
MRV56,239,240,D3,AvT,PM
MRV56,240,241,D3,AvT,PM
MRV56,241,242,D3,AvT,PM
MRV56,242,243,D3,AvT,PM
MRV56,243,244,D3,AvT,PM
MRV56,244,245,D3,AvT,PM
MRV56,245,246,D3,AvT,PM
MRV56,246,247,D3,AvT,PM
MRV56,247,248,D3,AvT,PM
MRV56,248,249,D3,AvT,PM
MRV56,249,250,D3,AvT,PM
MRV57,0,1,D2,AvT,OX
MRV57,1,2,D2,AvT,OX
MRV57,2,3,D2,AvT,OX
MRV57,3,4,D2,AvT,OX
MRV57,4,5,D2,AvT,OX
MRV57,5,6,D2,AvT,OX
MRV57,6,7,D2,AvT,OX
MRV57,7,8,D2,AvT,OX
MRV57,8,9,D2,AvT,OX
MRV57,9,10,D2,AvT,OX
MRV57,10,11,D2,AvT,OX
MRV57,11,12,D2,AvT,OX
MRV57,12,13,D2,AvT,OX
MRV57,13,14,D2,AvT,OX
MRV57,14,15,D2,AvT,OX
MRV57,15,16,D2,AvT,OX
MRV57,16,17,D2,AvT,OX
MRV57,17,18,D2,AvT,OX
MRV57,18,19,D2,AvT,OX
MRV57,19,20,D2,AvT,OX
MRV57,20,21,D2,AvT,OX
MRV57,21,22,D2,AvT,OX
MRV57,22,23,D2,AvT,OX
MRV57,23,24,D2,AvT,OX
MRV57,24,25,D2,AvT,OX
MRV57,25,26,D2,AvT,OX
MRV57,26,27,D2,AvT,OX
MRV57,27,28,D2,AvT,OX
MRV57,28,29,D2,AvT,OX
MRV57,29,30,D2,AvT,OX
MRV57,30,31,D2,AvT,OX
MRV57,31,32,D2,AvT,OX
MRV57,32,33,D2,AvT,OX
MRV57,33,34,D2,AvT,OX
MRV57,34,35,D2,AvT,OX
MRV57,35,36,D2,AvT,OX
MRV57,36,37,D2,AvT,OX
MRV57,37,38,D2,AvT,OX
MRV57,38,39,D2,AvT,OX
MRV57,39,40,D2,AvT,OX
MRV57,40,41,D2,AvT,OX
MRV57,41,42,D2,AvT,OX
MRV57,42,43,D2,AvT,OX
MRV57,43,44,D2,AvT,MX
MRV57,44,45,D2,AvT,MX
MRV57,45,46,D2,AvT,MX
MRV57,46,47,D2,AvT,MX
MRV57,47,48,D2,AvT,MX
MRV57,48,49,D2,AvT,MX
MRV57,49,50,D2,AvT,MX
MRV57,50,51,D2,AvT,MX
MRV57,51,52,D2,AvT,MX
MRV57,52,53,D2,AvT,MX
MRV57,53,54,D2,AvT,MX
MRV57,54,55,D2,AvT,MX
MRV57,55,56,D2,AvT,MX
MRV57,56,57,D2,AvT,MX
MRV57,57,58,D2,AvT,MX
MRV57,58,59,D2,AvT,MX
MRV57,59,60,D2,AvT,MX
MRV57,60,61,D2,AvT,MX
MRV57,61,62,D2,AvT,MX
MRV57,62,63,D2,AvT,MX
MRV57,63,64,D2,AvT,MX
MRV57,64,65,D2,AvT,MX
MRV57,65,66,D2,AvT,MX
MRV57,66,67,D2,AvT,MX
MRV57,67,68,D2,AvT,MX
MRV57,68,69,D2,AvT,MX
MRV57,69,70,D2,AvT,MX
MRV57,70,71,D2,AvT,MX
MRV57,71,72,D2,AvT,MX
MRV57,72,73,D2,AvT,MX
MRV57,73,74,D2,AvT,MX
MRV57,74,75,D2,AvT,MX
MRV57,75,76,D2,AvT,MX
MRV57,76,77,D2,AvT,MX
MRV57,77,78,D2,AvT,MX
MRV57,78,79,D2,AvT,MX
MRV57,79,80,D2,AvT,MX
MRV57,80,81,D2,AvT,MX
MRV57,81,82,D2,AvT,MX
MRV57,82,83,D2,AvT,MX
MRV57,83,84,D2,AvT,MX
MRV57,84,85,D2,AvT,MX
MRV57,85,86,D2,AvT,MX
MRV57,86,87,D2,AvT,MX
MRV57,87,88,D2,AvT,MX
MRV57,88,89,D2,AvT,MX
MRV57,89,90,D2,AvT,MX
MRV57,90,91,D2,AvT,MX
MRV57,91,92,D2,AvT,MX
MRV57,92,93,D2,AvT,MX
MRV57,93,94,D2,AvT,MX
MRV57,94,95,D2,AvT,MX
MRV57,95,96,D2,AvT,MX
MRV57,96,97,D2,AvT,MX
MRV57,97,98,D2,AvT,MX
MRV57,98,99,D2,AvT,MX
MRV57,99,100,D2,AvT,MX
MRV57,100,101,D2,AvT,MX
MRV57,101,102,D2,AvT,MX
MRV57,102,103,D3,AvT,MX
MRV57,103,104,D3,AvT,MX
MRV57,104,105,D3,AvT,MX
MRV57,105,106,D3,AvT,MX
MRV57,106,107,D3,AvT,MX
MRV57,107,108,D3,AvT,MX
MRV57,108,109,D3,AvT,MX
MRV57,109,110,D3,AvT,MX
MRV57,110,111,D3,AvT,MX
MRV57,111,112,D3,AvT,MX
MRV57,112,113,D3,AvT,MX
MRV57,113,114,D3,AvT,MX
MRV57,114,115,D3,AvT,MX
MRV57,115,116,D3,AvT,MX
MRV57,116,117,D3,AvT,MX
MRV57,117,118,D3,AvT,MX
MRV57,118,119,D3,AvT,MX
MRV57,119,120,D3,AvT,MX
MRV57,120,121,D3,AvT,MX
MRV57,121,122,D3,AvT,MX
MRV57,122,123,D3,AvT,MX
MRV57,123,124,D3,AvT,MX
MRV57,124,125,D3,AvT,MX
MRV57,125,126,D3,AvT,MX
MRV57,126,127,D3,AvT,MX
MRV57,127,128,D3,AvT,MX
MRV57,128,129,D3,AvT,MX
MRV57,129,130,D3,AvT,MX
MRV57,130,131,D3,AvT,PM
MRV57,131,132,D3,AvT,PM
MRV57,132,133,D3,AvT,PM
MRV57,133,134,D3,AvT,PM
MRV57,134,135,D3,AvT,PM
MRV57,135,136,D3,AvT,PM
MRV57,136,137,D3,AvT,PM
MRV57,137,138,D3,AvT,PM
MRV57,138,139,D3,AvT,PM
MRV57,139,140,D3,AvT,PM
MRV57,140,141,D3,AvT,PM
MRV57,141,142,D3,AvT,PM
MRV57,142,143,D3,AvT,PM
MRV57,143,144,D3,AvT,PM
MRV57,144,145,D3,AvT,PM
MRV57,145,146,D3,AvT,PM
MRV57,146,147,D3,AvT,PM
MRV57,147,148,D3,AvT,PM
MRV57,148,149,D3,AvT,PM
MRV57,149,150,D3,AvT,PM
MRV57,150,151,D3,AvT,PM
MRV57,151,152,D3,AvT,PM
MRV57,152,153,D3,AvT,PM
MRV57,153,154,D3,AvT,PM
MRV57,154,155,D3,AvT,PM
MRV57,155,156,D3,AvT,PM
MRV57,156,157,D3,AvT,PM
MRV57,157,158,D3,AvT,PM
MRV57,158,159,D3,AvT,PM
MRV57,159,160,D3,AvT,PM
MRV57,160,161,D3,AvT,PM
MRV57,161,162,D3,AvT,PM
MRV57,162,163,D3,AvT,PM
MRV57,163,164,D3,AvT,PM
MRV57,164,165,D3,AvT,PM
MRV57,165,166,D3,AvT,PM
MRV57,166,167,D3,AvT,PM
MRV57,167,168,D3,AvT,PM
MRV57,168,169,D3,AvT,PM
MRV57,169,170,D3,AvT,PM
MRV57,170,171,D3,AvT,PM
MRV57,171,172,D3,AvT,PM
MRV57,172,173,D3,AvT,PM
MRV57,173,174,D3,AvT,PM
MRV57,174,175,D3,AvT,PM
MRV57,175,176,D3,AvT,PM
MRV57,176,177,D3,AvT,PM
MRV57,177,178,D3,AvT,PM
MRV57,178,179,D3,AvT,PM
MRV57,179,180,D3,AvT,PM
MRV57,180,181,D3,AvT,PM
MRV57,181,182,D3,AvT,PM
MRV57,182,183,D3,AvT,PM
MRV57,183,184,D3,AvT,PM
MRV57,184,185,D3,AvT,PM
MRV57,185,186,D3,AvT,PM
MRV57,186,187,D3,AvT,PM
MRV57,187,188,D3,AvT,PM
MRV57,188,189,D3,AvT,PM
MRV57,189,190,D3,AvT,PM
MRV57,190,191,D3,AvT,PM
MRV57,191,192,D3,AvT,PM
MRV57,192,193,D3,AvT,PM
MRV57,193,194,D3,AvT,PM
MRV57,194,195,D3,AvT,PM
MRV57,195,196,D3,AvT,PM
MRV57,196,197,D3,AvT,PM
MRV57,197,198,D3,AvT,PM
MRV57,198,199,D3,AvT,PM
MRV57,199,200,D3,AvT,PM
MRV57,200,201,D3,AvT,PM
MRV57,201,202,D3,AvT,PM
MRV57,202,203,D3,AvT,PM
MRV57,203,204,D3,AvT,PM
MRV57,204,205,D3,AvT,PM
MRV57,205,206,D3,AvT,PM
MRV57,206,207,D3,AvT,PM
MRV57,207,208,D3,AvT,PM
MRV57,208,209,D3,AvT,PM
MRV57,209,210,D3,AvT,PM
MRV57,210,211,D3,AvT,PM
MRV57,211,212,D3,AvT,PM
MRV57,212,213,D3,AvT,PM
MRV57,213,214,D3,AvT,PM
MRV57,214,215,D3,AvT,PM
MRV57,215,216,D3,AvT,PM
MRV57,216,217,D3,AvT,PM
MRV57,217,218,D3,AvT,PM
MRV57,218,219,D3,AvT,PM
MRV57,219,220,D3,AvT,PM
MRV57,220,221,D3,AvT,PM
MRV57,221,222,D3,AvT,PM
MRV57,222,223,D3,AvT,PM
MRV57,223,224,D3,AvT,PM
MRV57,224,225,D3,AvT,PM
MRV57,225,226,D3,AvT,PM
MRV57,226,227,D3,AvT,PM
MRV57,227,228,D3,AvT,PM
MRV57,228,229,D3,AvT,PM
MRV57,229,230,D3,AvT,PM
MRV57,230,231,D3,AvT,PM
MRV57,231,232,D3,AvT,PM
MRV57,232,233,D3,AvT,PM
MRV57,233,234,D3,AvT,PM
MRV57,234,235,D3,AvT,PM
MRV57,235,236,D3,AvT,PM
MRV57,236,237,D3,AvT,PM
MRV57,237,238,D3,AvT,PM
MRV57,238,239,D3,AvT,PM
MRV57,239,240,D3,AvT,PM
MRV57,240,241,D3,AvT,PM
MRV57,241,242,D3,AvT,PM
MRV57,242,243,D3,AvT,PM
MRV57,243,244,D3,AvT,PM
MRV57,244,245,D3,AvT,PM
MRV57,245,246,D3,AvT,PM
MRV57,246,247,D3,AvT,PM
MRV57,247,248,D3,AvT,PM
MRV57,248,249,D3,AvT,PM
MRV57,249,250,D3,AvT,PM
MRV58,0,1,I1,QzP,OX
MRV58,1,2,I1,QzP,OX
MRV58,2,3,I1,QzP,OX
MRV58,3,4,I1,QzP,OX
MRV58,4,5,I1,QzP,OX
MRV58,5,6,I1,QzP,OX
MRV58,6,7,I1,QzP,OX
MRV58,7,8,I1,QzP,OX
MRV58,8,9,I1,QzP,OX
MRV58,9,10,I1,QzP,OX
MRV58,10,11,I1,QzP,OX
MRV58,11,12,I1,QzP,OX
MRV58,12,13,I1,QzP,OX
MRV58,13,14,I1,QzP,OX
MRV58,14,15,I1,QzP,OX
MRV58,15,16,I1,QzP,OX
MRV58,16,17,I1,QzP,OX
MRV58,17,18,I1,QzP,OX
MRV58,18,19,I1,QzP,OX
MRV58,19,20,I1,QzP,OX
MRV58,20,21,I1,QzP,OX
MRV58,21,22,I1,QzP,OX
MRV58,22,23,I1,QzP,OX
MRV58,23,24,I1,QzP,OX
MRV58,24,25,I1,QzP,OX
MRV58,25,26,I1,QzP,OX
MRV58,26,27,I1,QzP,OX
